,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
14102,26,18,359.96,30630.72,595.35,0,0,0,6,1,1,3,0,1,1,0,1,2
14104,35,23,66.49,40583.15,675.53,1,1,0,6,1,1,2,2,0,1,0,1,0
14105,14,50,58.17,42861.47,693.03,0,2,5,6,0,1,3,0,1,0,1,0,1
14106,10,8,257.06,17241.89,733.24,1,0,3,5,1,0,2,1,0,1,1,2,0
14107,33,14,89.44,22155.43,503.41,1,2,0,5,1,2,3,0,0,1,0,1,1
14108,12,13,88.14,6636.98,130.53202803441786,1,2,0,4,1,1,2,0,0,1,1,4,7
14109,47,18,135.96,3424.51,654.56,1,1,0,5,1,0,3,2,1,0,1,4,7
14114,39,14,95.84,40967.46,614.905,1,0,1,5,2,1,0,2,1,0,0,1,5
14115,56,18,-835.6472768353008,12375.35,623.4,1,0,2,4,0,2,2,2,0,1,0,1,0
14116,13,4,461.25,33280.17,663.83,1,1,2,5,1,1,1,0,1,0,1,3,0
14117,29,11,347.95,4777.76,768.68,1,1,5,4,1,0,2,2,0,1,1,3,7
14118,61,23,458.47,28606.97,408.41633060700826,0,0,4,5,0,2,1,2,1,1,0,1,1
14120,50,10,167.54,37785.3,1187.9229241881794,0,0,2,4,1,0,3,0,0,1,0,1,2
14121,48,17,403.63,8561.59,793.63,0,1,5,6,2,2,3,2,1,1,0,1,3
14122,24,9,183.7,32267.49,515.2,0,1,0,6,1,1,2,2,1,0,0,1,1
14123,54,10,162.51,87649.54,825.87,1,0,3,5,1,1,3,0,0,1,1,4,8
14124,38,15,272.31,35418.71,611.9,0,1,5,6,2,0,2,2,0,1,0,1,1
14125,60,7,103.35,8706.19,759.37,1,0,4,4,1,0,2,2,0,1,1,0,4
14127,24,8,470.2,28220.81,639.625,1,1,1,6,1,1,1,1,0,1,1,2,1
14128,50,15,225.11,40410.41,718.49,1,2,2,6,1,1,0,2,0,1,0,1,7
14129,49,14,185.17,13695.43,605.98,1,1,2,4,0,2,2,0,1,0,1,3,0
14130,46,12,-492.5847454270151,31437.05,651.92,0,1,2,4,2,0,3,0,1,1,1,4,0
14131,46,20,1024.3154215004108,12931.05,953.3320049927664,1,1,0,4,2,0,2,1,0,1,0,1,7
14132,14,6,31.42,24446.05,866.5246699951776,0,1,5,4,2,2,3,0,1,0,0,1,0
14133,62,19,46.29,32096.07,779.7173349975888,1,0,0,4,1,1,3,0,1,0,0,1,1
14134,63,9,215.67,4371.84,692.91,1,1,2,6,1,1,2,2,0,1,1,4,7
14135,27,15,102.48,34411.84,708.18,0,2,1,5,1,2,2,2,0,1,0,1,3
14136,21,19,107.07,33268.02,622.73,1,0,2,6,1,0,3,2,1,0,1,4,2
14137,12,6,96.1,42777.85,778.18,1,0,1,6,2,2,2,0,0,1,1,3,7
14138,31,21,56.01,40850.12,768.18,1,1,3,5,1,2,3,1,0,1,1,0,2
14139,55,8,31.28,8636.86,698.58,1,0,0,5,1,0,2,1,1,0,1,2,0
14140,12,22,1109.506837704697,47273.19,512.52,1,2,2,4,2,0,2,1,1,0,0,1,1
14141,63,4,90.05,13440.27,749.87,0,0,4,4,1,1,3,1,1,0,1,3,0
14142,37,14,-1013.2320153849612,26515.33,616.17,1,1,0,5,2,0,2,0,1,0,1,4,1
14143,60,15,312.52,36047.57,506.71,1,1,2,4,1,2,2,2,1,0,1,2,3
14144,47,2,303.6,3652.69,772.35,1,1,3,6,1,2,3,1,1,1,1,2,1
14145,26,11,32.03,10855.98,706.53,1,1,2,4,2,1,2,0,0,1,1,2,3
14148,52,50,280.33,11386.12,787.43,1,2,1,4,1,2,0,0,1,1,1,3,8
14149,36,3,668.64,49977.71,636.54,0,2,2,4,2,2,1,0,0,1,0,1,3
14150,63,16,376.89,24078.36,792.876044202913,1,0,5,6,2,1,3,0,1,0,1,0,3
14152,63,22,117.32,24070.97,359.7424716984407,0,0,0,4,2,2,2,1,0,1,1,3,0
14153,29,7,182.32,39724.57,542.24,1,1,2,5,1,1,2,0,0,1,1,2,2
14154,56,9,619.57,21781.38,766.79,0,2,3,5,2,0,1,2,1,0,1,3,0
14155,32,9,30.74,25761.3,653.72,0,0,5,5,2,2,0,2,1,0,1,4,2
14156,31,22,1346.497329471362,24217.17,708.39,1,1,3,6,2,0,3,0,1,0,1,4,3
14157,61,21,37.85,32903.03,639.92,1,0,0,6,1,0,3,2,1,0,1,2,0
14158,38,15,114.02,31580.57,615.48,0,2,0,5,1,1,3,1,1,0,0,1,1
14160,34,50,308.19,13847.36,536.58,1,1,2,5,2,0,2,1,1,1,1,2,2
14161,44,19,132.4,15134.27,541.99,0,0,0,6,0,0,3,2,1,0,1,4,3
14163,36,12,145.05,19732.89,509.0647141944242,0,1,3,5,2,0,2,2,1,0,0,1,7
14165,30,18,529.46,44939.59,710.74,1,1,0,6,2,1,3,2,1,0,0,1,7
14167,11,9,761.61,7710.78,706.755,1,1,1,4,2,0,2,0,1,1,0,1,3
14168,46,18,280.45,48254.83,751.52,0,1,5,6,2,1,3,0,0,1,0,1,0
14169,64,11,318.82,22451.03,805.27,0,1,1,5,1,0,2,2,0,1,1,0,8
14170,24,17,-364.1501737994789,44255.63,677.54,1,0,0,6,1,2,2,0,1,0,0,1,0
14172,34,24,-691.8199781341016,28122.52,145.73113019789665,1,0,0,5,1,0,2,0,0,1,1,2,1
14173,58,50,235.67,37399.64,1253.548944197015,0,0,0,6,1,0,2,0,0,1,1,0,1
14174,45,15,274.69,2806.87,1203.717572560167,0,0,1,5,0,0,3,0,1,0,0,1,0
14176,14,10,288.63,98669.9,821.57,1,2,4,6,1,1,1,2,1,0,1,3,5
14178,58,5,462.4,1308.83,728.72,1,0,1,5,0,0,0,1,0,1,0,1,3
14179,60,11,127.84,3678.49,661.43,1,0,2,4,1,1,2,0,0,1,0,1,3
14182,25,12,119.64,91653.19,735.7,0,2,5,6,2,1,2,2,1,0,1,3,4
14183,11,11,155.12,48976.98,735.78,0,0,1,4,2,1,3,1,1,0,0,1,0
14185,13,6,152.05,5019.87,740.52,1,2,4,6,1,2,0,1,0,1,0,1,7
14186,23,1,310.36,6970.8,702.95,1,0,1,5,1,2,0,0,1,1,1,3,3
14187,39,14,1437.43,27919.09,788.71,0,0,5,5,2,2,3,1,0,1,0,1,0
14188,14,19,34.32,8793.25,706.5,0,0,4,6,1,2,2,0,0,1,0,1,4
14189,55,9,33.46,7982.55,646.82,1,1,2,5,0,0,3,0,0,1,1,2,2
14190,24,7,241.05,13828.7,690.21,0,0,2,5,1,0,0,2,1,0,0,1,0
14191,52,17,283.3,8101.0,698.44,0,0,1,6,1,2,0,2,0,1,0,1,7
14192,35,17,52.72,1237.2,1167.334646322825,0,1,0,5,2,1,3,1,0,1,0,1,0
14193,56,7,51.29,31845.35,725.86,0,1,4,5,2,2,3,2,0,1,1,4,2
14194,53,11,274.48,17021.66,682.83,0,0,2,4,2,1,3,1,1,1,0,1,0
14196,48,22,30.13,46447.42,630.66,0,1,0,4,2,1,3,2,0,1,1,0,2
14197,59,19,34.31,15956.13,697.85,0,2,0,6,2,2,3,1,0,1,0,1,7
14198,44,17,319.89,37033.15,525.53,0,0,0,6,0,1,2,2,1,0,1,0,3
14199,47,17,401.32,45945.2,700.71,0,2,3,4,2,0,2,0,1,0,1,4,2
14201,52,9,184.35,12233.6,623.9,0,2,1,5,1,0,0,1,1,0,1,3,7
14202,46,2,-993.6661050701744,18511.15,602.97,1,1,0,6,1,2,3,2,0,1,1,3,0
14203,29,16,62.08,21078.6,791.13,1,0,5,4,1,1,2,0,0,1,0,1,1
14204,17,50,360.96,30079.94,768.11,1,0,4,6,1,1,2,1,1,1,0,1,0
14205,15,50,73.68,12385.14,1257.5605899986394,1,0,1,4,1,1,2,1,1,0,0,1,6
14206,25,14,259.61,3764.96,708.48,1,0,4,6,0,1,0,2,0,1,1,2,2
14207,21,4,486.86,46168.03,663.505,0,1,0,4,1,1,2,1,1,0,1,2,3
14208,32,18,262.03,1484.56,618.53,0,1,2,4,2,1,2,1,1,0,1,2,7
14209,59,3,34.87,5109.55,512.43,1,1,0,5,1,2,3,2,1,0,0,1,1
14211,59,9,900.79,13750.52,729.25,1,1,5,4,2,1,1,1,1,0,0,1,7
14212,17,6,527.15,32753.94,954.4086949248732,0,2,0,6,2,1,3,1,0,1,0,1,2
14213,34,13,89.08,10961.93,849.6043474624366,1,2,5,4,1,1,3,1,0,1,0,1,7
14214,23,23,196.98,41109.88,744.8,0,0,4,4,1,1,3,1,1,0,1,3,2
14216,23,21,186.68,35431.72,795.89,0,2,3,5,1,0,2,0,1,0,1,2,3
14217,64,4,887.2017638960173,26809.04,556.78,0,0,2,6,0,0,3,2,0,1,1,4,2
14218,32,10,354.81,27010.93,568.75,1,0,0,6,1,2,3,0,1,0,0,1,7
14219,28,17,168.83,37052.12,783.78,0,1,1,5,1,1,0,0,1,0,0,1,7
14220,37,23,30.94,32968.68,609.48,0,2,1,6,2,0,2,2,1,0,0,1,7
14221,19,10,917.2086104466543,4723.28,656.77,1,1,3,5,1,0,3,2,1,0,0,1,1
14223,13,6,1085.4336921482263,45521.47,505.32,0,0,2,6,2,2,3,1,1,0,1,4,3
14224,36,20,262.08,24418.28,827.07,0,0,4,6,2,1,1,1,0,1,0,1,4
14225,40,22,554.43,43267.83,565.137512212195,1,0,4,5,2,0,2,1,0,1,0,1,1
14226,25,19,182.04,30487.32,303.20502442439,0,2,0,5,2,1,2,0,0,1,1,0,1
14227,46,12,42.47,43489.33,613.52,0,1,2,6,1,1,2,0,0,1,1,4,1
14230,23,16,489.2,41973.21,646.81,1,1,2,5,0,2,1,1,0,1,0,1,2
14232,17,21,173.68,31197.73,241.9859154231984,0,2,5,6,0,1,3,1,0,1,0,1,3
14233,46,50,265.17,38665.86,509.4379577115992,1,1,4,5,2,1,2,0,0,1,0,1,2
14234,62,16,30.03,23754.86,776.89,1,1,3,5,1,0,3,2,1,0,0,1,7
14235,54,13,117.13,42649.87,731.87,1,0,5,6,2,2,3,1,0,1,1,3,3
14237,44,6,98.28,48417.5,673.2850000000001,1,1,0,5,2,1,3,2,0,1,1,0,7
14239,39,15,33.79,5824.51,739.81,1,1,3,4,1,1,3,1,1,0,1,3,8
14240,51,5,217.52,50695.2,762.37,1,1,4,5,1,1,1,1,1,0,0,1,5
14241,31,12,54.58,28642.67,621.94,1,1,2,4,0,2,2,0,0,1,0,1,2
14243,35,16,226.44,28030.32,782.63,1,0,1,6,2,2,2,0,0,1,1,0,0
14244,13,8,34.2,12502.44,733.79,0,2,1,6,2,0,2,1,0,1,0,1,8
14245,14,19,207.49,14899.49,231.06832517727895,0,0,5,6,1,1,3,2,0,1,0,1,2
14246,41,20,44.37,14591.69,-271.65334964544206,1,2,0,4,2,0,2,0,1,0,0,1,0
14247,54,11,57.81,3493.46,332.5597596981666,1,0,1,5,1,1,2,2,0,1,0,1,2
14248,43,1,520.64,32991.27,843.63,1,2,4,5,2,1,3,1,1,1,0,1,8
14249,35,4,138.78,24867.26,696.18,1,0,2,4,2,1,2,2,0,1,1,3,3
14250,53,3,-785.1609234443233,2548.22,509.12,1,0,0,5,0,0,3,2,1,0,0,1,3
14251,10,5,160.74,39284.36,740.52,1,0,3,4,2,1,0,1,1,0,0,1,2
14252,23,13,44.58,8521.14,760.39,0,1,3,6,1,0,3,0,1,0,0,1,1
14253,58,9,125.01,18469.56,770.0550000000001,1,0,4,6,1,2,2,2,1,0,1,0,0
14254,36,7,-846.0138977310803,28244.77,779.72,0,2,4,6,2,2,2,0,1,0,0,1,1
14255,59,9,32.4,46452.92,760.79,1,1,5,6,0,1,2,2,1,0,1,3,1
14256,23,7,179.5,20216.1,723.72,1,0,3,6,1,2,3,0,1,0,0,1,3
14257,40,10,356.53,32509.47,541.32,1,1,0,6,1,0,2,2,0,1,1,2,3
14258,15,12,63.56,5961.7,739.12,1,2,4,5,2,2,3,1,0,1,0,1,3
14259,32,6,212.38,90030.59,300.4966971933192,1,1,5,4,1,1,3,2,1,1,1,3,4
14260,43,22,194.99,20209.71,657.43,0,0,0,4,1,2,3,0,0,1,0,1,3
14261,44,12,192.36,15075.42,646.83,1,0,2,6,2,0,3,0,0,1,1,2,2
14262,44,14,66.46,7244.69,756.91,1,1,5,6,1,1,0,0,1,0,1,4,7
14263,47,15,909.065448146315,44474.62,602.72,0,2,2,6,2,2,2,0,1,0,0,1,3
14265,45,4,257.94,47772.77,756.42,1,1,1,4,2,2,3,0,1,1,1,0,5
14266,35,5,62.58,53214.02,802.67,1,1,1,4,2,1,2,0,0,1,1,4,8
14267,46,16,1447.3879288904284,11839.58,727.91,0,1,4,6,1,0,3,1,1,0,0,1,0
14268,57,23,224.33,23513.18,605.71,0,1,0,6,1,2,1,0,1,1,1,2,3
14269,12,9,160.59,44920.77,675.675,0,1,3,5,1,1,2,1,0,1,0,1,0
14270,51,7,150.22,45235.74,745.64,1,1,1,4,1,0,2,0,0,1,1,0,3
14271,60,12,34.92,22931.47,571.57,0,0,2,5,2,2,3,2,0,1,0,1,7
14272,64,11,30.54,4271.92,982.7576566632964,1,2,5,5,1,0,2,0,0,1,0,1,3
14273,13,8,-614.2902932521077,11087.59,526.47,1,0,0,4,1,2,1,0,1,1,1,2,1
14274,46,23,405.71,38784.13,606.23,0,0,5,4,1,2,3,0,1,0,1,2,7
14275,62,7,34.21,19229.65,702.86,0,1,5,6,2,2,2,1,0,1,0,1,1
14276,41,14,308.12,48645.44,773.05,1,1,5,6,1,2,2,2,0,1,0,1,8
14277,14,17,232.47,32517.6,521.1466129065749,1,1,1,5,1,1,1,2,1,0,1,0,3
14278,38,21,-821.7705305625618,2674.23,1149.504176185058,1,0,2,5,2,1,2,0,1,0,1,3,2
14280,56,15,214.94,28217.52,503.32,1,1,0,4,2,1,2,2,1,1,1,3,3
14281,46,11,316.38,44233.14,622.02,0,1,2,6,1,2,2,1,0,1,1,4,7
14282,35,26,278.71,16160.9,535.17,0,1,0,6,1,0,0,0,0,1,0,1,2
14283,43,15,119.11,21757.82,691.6,0,0,0,4,0,0,3,0,0,1,1,0,2
14284,19,17,-650.9392549165335,71188.23,754.68,0,2,4,6,1,0,3,0,0,1,0,1,6
14286,27,9,512.75,23161.02,555.07,0,0,2,6,0,1,3,2,1,0,0,1,0
14287,36,20,210.1,33064.22,693.85,1,1,2,4,1,0,2,2,0,1,1,3,3
14289,28,20,57.86,22532.57,771.35,1,1,4,6,2,1,3,2,0,1,1,4,1
14290,12,6,40.33,21203.05,748.53,0,1,5,5,2,2,3,1,1,0,1,3,8
14291,12,17,427.63,24838.22,682.425,0,0,5,6,2,2,1,0,1,0,0,1,0
14292,24,5,389.0,19702.24,616.32,0,2,5,4,2,0,3,1,0,1,1,0,1
14293,62,8,46.17,38003.58,660.4,0,0,1,6,1,2,3,0,0,1,1,4,1
14294,54,7,31.1,23395.0,608.28,1,1,5,6,1,0,3,0,1,0,0,1,0
14295,61,50,320.55,26696.8,1032.590575029066,0,2,2,6,1,1,3,1,1,0,0,1,7
14296,29,9,222.9,3444.35,702.84,1,1,4,4,2,2,1,2,0,1,0,1,0
14297,17,11,37.29,12469.55,838.1923291839928,1,0,2,4,2,2,2,0,1,0,0,1,0
14298,36,22,34.21,6524.16,764.64,0,1,1,6,2,2,2,2,1,0,0,1,7
14299,31,15,32.98,27809.83,592.45,1,0,2,6,2,0,3,0,1,0,0,1,3
14300,35,9,244.54,43469.14,436.90067183686256,0,0,2,4,2,2,2,1,1,1,0,1,0
14301,43,10,173.09,12956.29,660.39,0,1,2,6,1,1,2,0,1,0,0,1,1
14302,20,16,31.65,32318.87,616.5799999999999,1,0,0,5,1,2,2,1,0,1,1,3,0
14303,46,50,633.18,34041.18,572.77,1,0,2,5,0,0,1,0,1,0,1,2,0
14304,56,12,48.08,14588.14,728.94,0,1,5,4,0,2,3,2,0,1,0,1,1
14305,47,24,43.85,5183.61,701.47,1,0,1,6,2,1,3,1,1,0,0,1,0
14308,49,50,151.57,47048.03,602.69,0,1,2,6,2,0,3,2,0,1,0,1,3
14309,25,50,34.4,22891.72,794.29,0,1,5,4,0,2,3,0,1,0,1,0,7
14310,19,11,201.37,44552.5,694.91,0,0,0,5,1,0,3,1,1,0,1,0,2
14311,33,9,334.76,29740.09,632.86,0,1,2,5,1,0,3,2,1,0,1,2,3
14314,64,24,31.58,44816.82,708.4,1,0,5,4,2,1,3,0,0,1,0,1,7
14315,60,8,45.9,32985.16,732.45,1,1,0,4,2,0,3,2,1,0,0,1,0
14316,21,12,29.837667115161597,45725.54,756.5,1,0,4,5,2,2,3,2,1,0,0,1,2
14317,19,18,151.41,3977.03,614.33,1,1,0,6,1,0,3,2,1,0,0,1,2
14318,53,20,292.05,47960.07,727.4449999999999,0,0,5,5,1,2,2,2,1,1,1,0,6
14319,10,6,153.0,11036.9,840.56,0,0,1,5,1,0,2,1,0,1,0,1,5
14320,31,21,132.89,41519.44,719.39,0,1,1,5,2,2,2,2,1,0,0,1,2
14321,52,19,235.01,1448.56,698.73,0,1,5,5,1,0,1,2,1,0,0,1,0
14323,33,19,74.12,37274.94,767.09,0,1,1,6,1,0,2,2,0,1,0,1,8
14324,62,12,306.86,44530.86,1498.8940285666074,0,2,2,5,0,0,2,2,1,0,1,3,0
14325,35,50,31.8,38340.43,737.6,1,0,3,5,0,0,3,1,0,1,1,4,1
14326,58,10,79.53,20326.32,730.315,1,1,1,5,2,0,3,2,1,0,0,1,1
14327,14,11,1107.974867298116,26170.47,723.03,0,0,3,6,1,1,2,0,0,1,0,1,1
14329,18,9,55.8,47683.5,684.1,0,1,2,4,0,2,2,1,0,1,1,4,3
14330,55,12,132.68,15064.37,719.28,0,1,2,6,1,1,2,2,0,1,0,1,1
14332,21,12,320.41,21568.07,713.28,0,0,0,5,1,2,1,0,0,1,1,2,1
14333,38,6,87.57,5324.75,784.98,1,1,1,5,2,2,2,2,1,0,1,4,0
14334,26,14,816.96,46670.77,702.84,0,1,4,5,0,1,0,2,0,1,0,1,3
14335,38,20,190.59,5732.09,569.06,0,0,2,6,2,2,2,1,0,1,1,4,7
14336,47,14,30.86,14699.28,1150.4268773742665,0,0,4,6,1,0,3,1,1,0,0,1,1
14337,29,21,38.66,21003.08,650.43,1,0,0,5,1,0,2,2,1,0,1,2,2
14339,33,8,159.05,41702.99,273.16534731095885,1,0,0,5,2,1,3,1,0,1,1,3,0
14340,20,24,99.63,25574.87,148.3208602697108,0,1,0,6,1,0,2,1,1,0,1,2,0
14341,58,17,332.06,11793.94,640.57,1,2,5,4,2,1,2,0,0,1,0,1,0
14342,57,15,89.74,31592.26,324.85773534474447,1,1,2,4,1,0,0,2,0,1,0,1,3
14343,57,9,400.38,18112.39,350.61856719917427,0,0,2,6,1,1,1,2,1,1,0,1,7
14344,16,8,1607.6483045722223,29886.96,613.14,0,1,2,6,2,0,3,0,1,0,1,4,7
14345,60,4,135.18,63343.51,795.54,1,1,3,6,1,2,2,1,0,1,0,1,8
14346,36,14,82.78,41089.41,779.01,0,2,4,4,2,0,3,2,1,0,1,4,3
14347,61,9,192.04,8108.66,963.8299646483194,1,0,0,4,2,2,2,2,1,0,0,1,3
14348,58,3,1254.2097688529716,29883.01,1148.649929296639,1,1,2,4,0,1,3,0,0,1,1,3,3
14349,11,21,714.19,37120.74,516.49,1,2,0,4,2,0,3,1,0,1,1,0,2
14350,11,5,425.14,27393.83,648.07,0,0,5,6,2,1,2,2,0,1,1,0,1
14351,61,8,488.93,19789.74,533.41,0,1,2,6,1,1,2,0,0,1,1,2,7
14352,52,5,150.43,6218.72,784.32,0,1,5,4,2,2,2,2,0,1,0,1,2
14353,23,4,186.71,16891.09,607.35,1,2,0,4,2,2,3,2,1,0,0,1,2
14354,55,19,180.94,49949.97,752.48,1,2,4,4,2,2,2,0,1,0,0,1,0
14355,48,9,981.42,45927.16,40.078375457395616,1,0,0,4,2,0,3,2,1,0,1,0,1
14356,37,9,189.23,20926.21,723.13,0,2,5,4,1,2,0,1,1,0,1,0,3
14357,25,7,1347.98,48031.9,522.85,0,2,2,4,2,1,0,1,1,1,1,0,3
14358,50,9,1920.954443624494,48385.23,699.13,0,0,5,5,2,2,1,2,1,1,1,3,7
14359,38,19,689.28,9639.76,759.36,0,1,5,5,2,2,1,2,1,1,1,3,3
14362,20,13,30.74,18875.74,762.51,1,2,4,6,1,0,3,0,0,1,1,3,3
14363,12,7,980.4396030629996,24930.38,648.74,0,1,0,6,2,1,2,2,1,0,1,0,2
14364,31,15,142.49,46065.02,675.87,1,1,2,5,2,1,2,2,0,1,1,2,7
14365,39,11,30.24,68260.5,814.58,0,2,1,4,0,2,2,1,0,1,1,2,4
14366,53,11,363.37,37786.24,560.6,0,2,2,5,1,1,3,1,0,1,1,4,0
14367,53,16,153.21,16870.76,626.78,0,1,5,6,0,2,3,1,1,0,1,2,2
14368,14,12,231.91,12104.8,681.07,0,1,5,5,1,0,2,2,0,1,1,2,3
14369,52,10,995.4477501206652,9177.52,718.9,0,0,1,6,2,2,0,0,1,0,0,1,0
14370,12,12,158.35,32565.57,671.38,1,1,5,5,2,1,3,0,0,1,0,1,7
14372,24,18,34.23,47913.22,408.1943478612556,1,2,4,4,2,0,3,2,1,0,1,2,7
14374,45,12,-758.270968309329,1592.73,764.0699999999999,0,0,2,5,1,0,2,1,0,1,1,0,1
14375,39,8,30.83,23219.9,763.33,1,1,1,5,1,0,3,0,1,0,1,2,0
14376,11,16,309.02,24914.46,1424.291823705535,1,0,0,6,0,2,2,1,1,1,0,1,1
14377,54,11,113.88,19691.63,726.73,0,2,3,5,2,2,2,0,1,0,0,1,1
14378,35,2,693.85,28995.19,631.57,1,2,2,4,2,1,2,1,1,1,1,2,1
14379,35,17,110.25,16824.31,596.49,0,0,0,5,2,0,2,0,1,0,0,1,2
14380,21,15,75.19,44520.92,738.81,1,0,5,4,2,2,3,2,1,0,1,0,3
14381,50,4,1203.7648303715378,42944.65,619.94,0,0,2,5,1,1,3,0,0,1,1,4,7
14382,60,16,-1058.0492294880205,6669.86,1092.5252903740595,1,0,2,5,2,0,2,1,0,1,1,4,0
14383,17,16,66.12,44594.13,579.28,0,0,0,6,1,2,2,2,1,0,0,1,7
14385,14,19,51.22,99858.02,840.5,0,2,1,5,0,1,3,0,0,1,1,2,4
14386,56,6,224.35,20808.22,695.45,0,2,1,5,0,0,0,0,1,0,0,1,7
14387,17,7,2199.9802831311654,14512.31,609.57,0,1,2,5,2,1,3,2,1,1,1,4,3
14388,48,23,96.39,9013.07,643.3133333333334,1,0,5,5,1,1,2,0,0,1,1,3,2
14390,56,18,82.42,30397.9,710.8,0,0,3,6,1,0,2,2,1,0,1,3,1
14391,14,17,33.56,8190.13,792.98,0,1,4,4,1,0,2,2,0,1,0,1,7
14392,61,12,50.99,35305.52,692.25,1,1,5,5,1,1,2,2,1,0,1,3,7
14393,24,15,365.96,30734.37,770.12,1,2,4,5,1,2,3,0,1,1,1,4,3
14394,34,11,942.6501000142272,7224.34,681.68,1,1,2,4,2,2,3,0,1,0,0,1,0
14395,59,20,195.34,46190.97,732.25,0,0,1,5,1,2,2,0,1,0,0,1,0
14396,41,12,427.09,37572.92,750.4,0,0,4,6,1,2,1,1,1,1,1,4,0
14397,12,16,239.57,35452.38,1122.6337849631047,0,1,5,4,0,1,1,2,1,0,1,0,7
14398,64,10,471.8,60904.55,835.88,0,0,1,6,1,2,1,1,1,1,0,1,8
14400,64,17,272.53,5119.15,972.7142746192992,0,0,4,6,1,1,3,2,1,0,0,1,4
14401,35,18,204.47,14968.33,798.32,1,2,1,4,2,0,2,0,1,1,0,1,3
14402,52,16,64.79,24324.58,698.48,1,0,0,6,1,2,3,1,1,0,0,1,3
14403,54,16,37.2,26204.36,782.07,0,2,1,5,1,1,2,1,0,1,1,3,6
14404,47,26,65.59,29549.0,1131.95393107902,0,0,3,5,2,1,3,1,1,0,0,1,7
14405,13,12,215.69,39118.61,572.12,0,2,0,4,0,1,2,1,1,0,0,1,0
14406,29,10,160.08,38309.82,640.96,0,0,0,6,1,2,3,0,0,1,1,3,0
14407,20,14,33.18,25460.24,794.85,1,1,1,4,1,0,2,2,1,0,1,3,3
14408,63,26,233.81,36219.36,690.17,0,1,2,5,2,1,3,2,0,1,1,0,7
14409,31,4,476.41,18003.01,1066.7079786924487,0,1,1,6,1,1,0,2,1,1,1,2,1
14411,33,6,344.51,91519.78,780.33,1,0,3,4,1,2,3,1,0,1,0,1,8
14412,46,1,106.29,22936.23,689.6,1,0,2,4,1,1,2,1,1,0,0,1,1
14413,13,18,164.77,8506.66,796.6,0,1,5,5,2,2,3,0,0,1,0,1,2
14415,22,13,359.1,49783.34,632.8,1,1,0,4,1,2,2,0,1,0,0,1,2
14416,30,50,95.05,29200.79,236.2702726309313,1,2,0,5,1,2,3,1,0,1,1,0,2
14417,42,10,44.29,12356.39,642.82,1,1,0,6,2,0,2,1,0,1,0,1,2
14418,59,19,39.21,33780.28,614.31,1,1,1,4,2,0,2,1,0,1,1,2,1
14419,12,8,242.03,19244.92,608.64,1,0,2,5,1,0,1,2,1,0,0,1,1
14420,40,14,38.09,33607.95,1076.9773012299956,1,0,1,5,2,0,0,1,1,0,1,0,1
14421,57,13,200.47,26081.59,760.83,1,1,5,5,1,2,3,2,0,1,1,2,1
14422,19,12,326.27,25159.73,764.2,1,1,1,4,1,0,1,2,0,1,0,1,2
14423,25,13,33.33,81898.21,767.57,0,0,1,6,0,1,0,0,0,1,0,1,6
14424,16,15,81.99,18840.39,798.52,1,1,1,4,2,0,2,0,1,0,1,2,7
14425,11,5,136.4,40888.87,717.55,0,1,4,5,1,0,2,2,1,0,1,2,2
14426,55,6,454.66,54905.91,732.08,1,0,5,4,2,1,0,1,1,0,1,2,5
14427,43,16,189.4,22496.37,649.81,1,1,0,4,2,1,2,2,1,0,0,1,3
14428,37,19,131.31,24681.25,549.23,0,0,2,6,2,2,3,1,1,0,0,1,1
14429,54,21,61.92,69568.31,814.72,0,1,3,6,1,0,2,0,0,1,0,1,6
14430,35,13,185.52,19590.05,658.69,1,1,2,4,1,0,0,2,1,0,1,0,0
14431,21,11,383.24,49735.94,618.16,1,1,0,4,2,0,1,2,1,0,0,1,3
14432,59,16,30.15,98492.36,806.78,1,1,3,4,0,0,3,1,0,1,1,2,4
14433,40,22,41.06,36350.18,1351.570529369965,1,0,5,4,1,0,3,1,1,0,0,1,7
14434,30,4,32.08,30469.88,649.59,1,1,5,4,2,2,2,1,1,0,0,1,7
14435,13,14,171.89,31219.15,355.90065901186574,1,1,5,4,1,1,3,1,0,1,0,1,3
14436,41,22,87.82,4967.46,637.19,1,1,0,6,2,2,3,1,0,1,0,1,7
14437,41,10,1261.926834301818,49545.13,703.09,0,0,2,6,0,2,1,1,1,1,0,1,2
14439,60,25,1401.4881489316283,13311.73,763.3,1,2,4,4,1,1,2,2,1,1,0,1,5
14440,13,18,826.34,92825.59,794.65,0,1,4,5,2,0,2,1,1,1,1,0,8
14441,49,11,33.57,21197.76,624.14,0,1,2,5,2,2,0,1,0,1,1,0,1
14442,23,21,338.81,21176.02,768.45,1,1,3,4,1,0,0,1,0,1,1,4,2
14443,27,4,295.57,89808.11,821.35,0,0,3,6,0,2,3,1,1,0,1,0,6
14444,60,8,221.82,5154.64,580.87,0,0,0,5,1,1,3,0,1,0,1,4,2
14447,24,13,612.88,3710.72,664.7049999999999,0,1,5,4,2,0,1,0,1,1,0,1,7
14448,53,13,237.79,10065.32,634.77,1,0,0,5,0,0,1,2,0,1,0,1,1
